image_path,plate_text
images/974e6c8a_20250715_064943_360.52.jpg,360.52
images/b0db6dc6_20250715_184134_19A.jpg,19A
images/40fe97d1_20250715_172434_71417.jpg,71417
images/9c01fe88_20250715_104415_11-B1.jpg,11-B1
images/3fa71048_20250715_145134_840.56.jpg,840.56
images/0cd82f23_20250715_132849_040.95.jpg,040.95
images/5d79cff5_20250715_081446_19H.jpg,19H
images/501a32ce_20250715_184628_29-D2.jpg,29-D2
images/52605167_20250715_131322_29K.jpg,29K
images/32c33df2_20250715_150707_29-D1.jpg,29-D1
images/3e9bda56_20250715_083109_038.78.jpg,038.78
images/e78edcdc_20250715_113834_305.42.jpg,305.42
images/3d300d32_20250715_143212_575.34.jpg,575.34
images/8ae841e6_20250715_132900_29-E1.jpg,29-E1
images/4bc38b2e_20250715_185025_503.51.jpg,503.51
images/51fc1029_20250715_074435_458.66.jpg,458.66
images/0eaad9b1_20250715_095124_689.65.jpg,689.65
images/e82be98e_20250715_193810_062.51.jpg,062.51
images/b4356e0c_20250715_152400_30L.jpg,30L
images/10579f84_20250715_153939_132.94.jpg,132.94
images/a03b7495_20250715_075152_29E.jpg,29E
images/b716467f_20250715_145556_610.59.jpg,610.59
images/40171d49_20250715_105515_30K.jpg,30K
images/e90a9f32_20250715_192718_585.92.jpg,585.92
images/51c15bca_20250715_072355_17-B4.jpg,17-B4
images/8a231d5a_20250715_171845_30A-997.25.jpg,30A-997.25
images/39410d44_20250715_081617_688.91.jpg,688.91
images/e2f5c9c7_20250715_185448_29A.jpg,29A
images/8c106c22_20250715_115510_806_806.35.jpg,806.35
images/9d55025f_20250715_161406_94229.jpg,94229
images/460f32e6_20250715_163400_30E.jpg,30E
images/9aa228fc_20250715_184833_089.89.jpg,089.89
images/3c50f272_20250715_095108_954.07.jpg,954.07
images/b14c9b4b_20250715_162633_29A.jpg,29A
images/9b38c861_20250715_150336_07311.jpg,07311
images/58d4e25e_20250715_132139_584.15.jpg,584.15
images/94907b14_20250715_105319_30G.jpg,30G
images/459d99f4_20250715_133416_127.13.jpg,127.13
images/b2a1303b_20250715_130323_582.48.jpg,582.48
images/b2074ebe_20250715_094204_156.80.jpg,156.80
images/4f9d5b4a_20250715_083524_29E-108.95.jpg,29E-108.95
images/622a04e0_20250715_143458_218.09.jpg,218.09
images/e840b813_20250715_181528_536.13.jpg,536.13
images/e2fb7be0_20250715_163626_481.95.jpg,481.95
images/35bf3ae8_20250715_101359_030.87.jpg,030.87
images/869faeaf_20250715_125656_203.56.jpg,203.56
images/5bc68969_20250715_111014_30577.jpg,30577
images/973209a1_20250715_114437_29H.jpg,29H
images/5f7dd549_20250715_090852_908.42.jpg,908.42
images/4178d8c2_20250715_094657_004.08.jpg,004.08
images/968c72c6_20250715_150935_30G.jpg,30G
images/324b4d00_20250715_184801_783.71.jpg,783.71
images/9c760bcf_20250715_084616_873.27.jpg,873.27
images/99a1322f_20250715_200355_29E.jpg,29E
images/0ebd1e29_20250715_083641_30K-573.77.jpg,30K-573.77
images/41e23bfb_20250715_120235_836.84.jpg,836.84
images/38ec50b0_20250715_060608_17A-240.82.jpg,17A-240.82
images/8bc2637f_20250715_085033_172.09.jpg,172.09
images/863d6016_20250715_141039_30E.jpg,30E
images/394e34b7_20250715_103020_30E.jpg,30E
images/98e3a947_20250715_113355_30E.jpg,30E
images/6037e100_20250715_095022_80A.jpg,80A
images/3d51fada_20250715_164818_94264.jpg,94264
images/397d0f33_20250715_082425_30E-344.44.jpg,30E-344.44
images/997e4347_20250715_091237_29E.jpg,29E
images/09659e6c_20250715_095209_29-D2.jpg,29-D2
images/9a06347d_20250715_133527_045.40.jpg,045.40
images/9ba5b532_20250715_083112_29K.jpg,29K
images/873c722c_20250715_134759_670.72.jpg,670.72
images/85b5111f_20250715_131112_730.24.jpg,730.24
images/b2e7d919_20250715_074116_691.05.jpg,691.05
images/64b77b89_20250715_194222_30F.jpg,30F
images/9a437f9b_20250715_091845_448.29.jpg,448.29
images/3637a925_20250715_075945_19A.jpg,19A
images/32c76173_20250715_171530_20A.jpg,20A
images/60e54df9_20250715_192631_545.45.jpg,545.45
images/5ff453be_20250715_140504_89A.jpg,89A
