epoch,cat_acc,loss,plate_acc,plate_len_acc,top_3_k,val_cat_acc,val_loss,val_plate_acc,val_plate_len_acc,val_top_3_k
0,0.20723460614681244,4.0929460525512695,0.0,0.020848151296377182,0.32424429059028625,0.06418269127607346,4.181099891662598,0.0,0.0031250000465661287,0.20403845608234406
1,0.4136958420276642,2.0776591300964355,0.00042229730752296746,0.0840371623635292,0.6065967082977295,0.3946634829044342,2.321793556213379,0.0,0.015625,0.5663701891899109
2,0.5939499139785767,1.2671953439712524,0.06490042060613632,0.45432519912719727,0.796017050743103,0.5165144205093384,1.5142592191696167,0.0,0.026442307978868484,0.7500240802764893
3,0.7419942617416382,0.7908334732055664,0.23748666048049927,0.9215860962867737,0.89629727602005,0.7069470882415771,0.8987577557563782,0.06634615361690521,0.5836538076400757,0.8867067098617554
4,0.7931122183799744,0.617569088935852,0.28396159410476685,0.9676164984703064,0.9354220032691956,0.8033413887023926,0.5729866027832031,0.31177884340286255,0.9586538076400757,0.9451441764831543
5,0.8200947046279907,0.5321561098098755,0.3084770739078522,0.9755067825317383,0.9537805914878845,0.8487739562988281,0.42864367365837097,0.3632211685180664,0.9930288195610046,0.9698798060417175
6,0.855654239654541,0.44660961627960205,0.34492799639701843,0.9805743098258972,0.9667628407478333,0.8807932734489441,0.3318551480770111,0.4038461744785309,0.9930288195610046,0.9822114706039429
7,0.8897825479507446,0.3485128879547119,0.4111175239086151,0.9805743098258972,0.9764466285705566,0.9196394085884094,0.24163594841957092,0.4882211685180664,0.9930288195610046,0.9900960922241211
8,0.9236176013946533,0.2541988492012024,0.5408738851547241,0.9819746017456055,0.9838903546333313,0.9508653879165649,0.15690214931964874,0.6278846263885498,0.9930288195610046,0.9929807782173157
9,0.9457147121429443,0.18979047238826752,0.6600062251091003,0.978462815284729,0.9885136485099792,0.975913405418396,0.09328193962574005,0.8019230961799622,0.9930288195610046,0.9947835803031921
10,0.959003746509552,0.1483638435602188,0.7309522032737732,0.9814189076423645,0.9905115365982056,0.9839423298835754,0.06250536441802979,0.8759614825248718,0.9930288195610046,0.9960335493087769
11,0.9673252701759338,0.1233951523900032,0.7768714427947998,0.9822635054588318,0.9929052591323853,0.9866827130317688,0.052184443920850754,0.8947114944458008,0.9930288195610046,0.996346116065979
12,0.9715036749839783,0.10790305584669113,0.801609218120575,0.9890202879905701,0.9938479065895081,0.9888701438903809,0.04758137837052345,0.9165865182876587,0.9930288195610046,0.9972836375236511
13,0.9730108380317688,0.09969917684793472,0.8118999004364014,0.9877533912658691,0.9945234060287476,0.9892547726631165,0.04532212018966675,0.9165865182876587,0.9930288195610046,0.9966586232185364
14,0.9770335555076599,0.0917280912399292,0.8377934098243713,0.989575982093811,0.9947481155395508,0.9895672798156738,0.04433253034949303,0.9197114706039429,0.9930288195610046,0.9969711303710938
15,0.9779406189918518,0.08346381783485413,0.842749834060669,0.9894425868988037,0.9949324131011963,0.9895672798156738,0.04321679845452309,0.9197114706039429,0.9930288195610046,0.9973557591438293
16,0.9780251979827881,0.08322595804929733,0.8431721329689026,0.990287184715271,0.9949036836624146,0.9901922941207886,0.043399158865213394,0.9259614944458008,0.9930288195610046,0.9969711303710938
17,0.979840874671936,0.07926089316606522,0.8523293137550354,0.9923986196517944,0.995832622051239,0.9901922345161438,0.042336612939834595,0.9259614944458008,0.9930288195610046,0.9972836375236511
18,0.9822899103164673,0.06891602277755737,0.8706214427947998,0.994087815284729,0.9966217279434204,0.9901922941207886,0.04288832098245621,0.9290865063667297,0.9930288195610046,0.9972836375236511
19,0.9807699918746948,0.07272714376449585,0.8565523028373718,0.990287184715271,0.9966639876365662,0.9901922345161438,0.04242167994379997,0.9259614944458008,0.9930288195610046,0.9972836375236511
20,0.9816411137580872,0.06699318438768387,0.8655538558959961,0.9916874766349792,0.9971128702163696,0.9908172488212585,0.0418052114546299,0.9322115182876587,0.9930288195610046,0.9969711303710938
21,0.9833745360374451,0.06195690482854843,0.8776671886444092,0.9936655163764954,0.9966219067573547,0.9908172488212585,0.042101096361875534,0.9322115182876587,0.9930288195610046,0.9969711303710938
22,0.9850931167602539,0.05927165597677231,0.8842905163764954,0.9932432174682617,0.9973818063735962,0.9908172488212585,0.04292401671409607,0.9322115182876587,0.9930288195610046,0.9969711303710938
23,0.9847974181175232,0.060134731233119965,0.8897804021835327,0.9945101141929626,0.9970018267631531,0.9911297559738159,0.04276274889707565,0.9353364706039429,0.9930288195610046,0.9966586828231812
24,0.9845482110977173,0.05530431866645813,0.8856685757637024,0.9950658679008484,0.9973219037055969,0.9911297559738159,0.04224685952067375,0.9353364706039429,0.9930288195610046,0.9969711303710938
25,0.9855818748474121,0.05632031336426735,0.8936921954154968,0.9945101141929626,0.9973397254943848,0.9908172488212585,0.04157184809446335,0.9322115182876587,0.9930288195610046,0.9969711303710938
26,0.9851728081703186,0.056337274610996246,0.8869354724884033,0.9937989711761475,0.9972551465034485,0.9905048608779907,0.03989551588892937,0.9290865063667297,0.9930288195610046,0.9975961446762085
27,0.9861753582954407,0.05300816148519516,0.8984930515289307,0.9932432174682617,0.9972127676010132,0.9908172488212585,0.041042182594537735,0.9322115182876587,0.9930288195610046,0.9972836375236511
28,0.9850086569786072,0.05586443468928337,0.8876689076423645,0.994087815284729,0.9968750476837158,0.9898797869682312,0.04151468351483345,0.9228364825248718,0.9930288195610046,0.9972836375236511
29,0.986188530921936,0.051319580525159836,0.8931365013122559,0.9936655163764954,0.9976773858070374,0.9905768632888794,0.04160089045763016,0.9259614944458008,0.9930288195610046,0.996346116065979
30,0.9866266846656799,0.04983789846301079,0.8932921886444092,0.9953547120094299,0.9978041648864746,0.9912018775939941,0.039392776787281036,0.9322115182876587,0.9930288195610046,0.9966586232185364
31,0.9875844120979309,0.04796845465898514,0.9028716087341309,0.9915540814399719,0.9974662065505981,0.9912018775939941,0.038799259811639786,0.9322115182876587,0.9930288195610046,0.9966586232185364
32,0.987442135810852,0.04616105183959007,0.9010268449783325,0.994087815284729,0.9980995655059814,0.9912018775939941,0.039354465901851654,0.9322115182876587,0.9930288195610046,0.9966586232185364
33,0.9874133467674255,0.044803790748119354,0.8977817893028259,0.9945101141929626,0.9979729652404785,0.9915143847465515,0.03945918381214142,0.9353364706039429,0.9930288195610046,0.9969711303710938
34,0.9873422980308533,0.04605810344219208,0.9048275351524353,0.9961993098258972,0.9984796643257141,0.9912018775939941,0.041316207498311996,0.9353364706039429,0.9930288195610046,0.9963461756706238
35,0.9881889820098877,0.04489799588918686,0.9097617864608765,0.9953547120094299,0.9978041648864746,0.9912018775939941,0.041531484574079514,0.9353364706039429,0.9930288195610046,0.9966586828231812
36,0.9891602993011475,0.042971741408109665,0.9160962700843811,0.9953547120094299,0.9978041648864746,0.9918990135192871,0.04154863953590393,0.9423076510429382,0.9930288195610046,0.9966586828231812
37,0.9880914688110352,0.04529018700122833,0.9083614945411682,0.9928209185600281,0.9980997443199158,0.9915143847465515,0.0408702977001667,0.9384614825248718,0.9930288195610046,0.9969711303710938
38,0.9887094497680664,0.04001196101307869,0.9145403504371643,0.9945101141929626,0.9983530640602112,0.9915143847465515,0.04010012373328209,0.9384614825248718,0.9930288195610046,0.9969711303710938
39,0.9877933859825134,0.04411480575799942,0.9022937417030334,0.9961993098258972,0.998268723487854,0.9912018775939941,0.04122132062911987,0.9353364706039429,0.9930288195610046,0.9966586828231812
40,0.9884134531021118,0.04304353520274162,0.9082059264183044,0.9949324131011963,0.9983953237533569,0.9915143847465515,0.040878649801015854,0.9384614825248718,0.9930288195610046,0.9966586828231812
41,0.9887068271636963,0.04032193124294281,0.9119844436645508,0.9974662065505981,0.9984376430511475,0.9915143847465515,0.04036743566393852,0.9384614825248718,0.9930288195610046,0.9969712495803833
42,0.9882602095603943,0.04121653735637665,0.9032939076423645,0.9949324131011963,0.9981419444084167,0.9912018775939941,0.039617396891117096,0.9353364706039429,0.9930288195610046,0.9966586828231812
43,0.9884001016616821,0.04129764437675476,0.9097617864608765,0.9966216087341309,0.9983953237533569,0.9912018775939941,0.03954199701547623,0.9353364706039429,0.9930288195610046,0.9972836375236511
44,0.9884979724884033,0.0402146577835083,0.9080725908279419,0.9957770109176636,0.9983664751052856,0.9915143847465515,0.03957622870802879,0.9384614825248718,0.9930288195610046,0.9975961446762085
45,0.9889068603515625,0.04046893119812012,0.9152516722679138,0.9936655163764954,0.9983952641487122,0.9912018775939941,0.039830710738897324,0.9353364706039429,0.9930288195610046,0.9975961446762085
46,0.9890625476837158,0.04110478237271309,0.9138513803482056,0.9949324131011963,0.9981419444084167,0.9908172488212585,0.039977483451366425,0.9353364706039429,0.9930288195610046,0.9975961446762085
47,0.9894136190414429,0.03862842544913292,0.9148293733596802,0.9974662065505981,0.9984796643257141,0.9908172488212585,0.04012538865208626,0.9353364706039429,0.9930288195610046,0.9975961446762085
48,0.9894425868988037,0.03570156544446945,0.9189189076423645,0.9974662065505981,0.9988176226615906,0.9908172488212585,0.04004555568099022,0.9353364706039429,0.9930288195610046,0.9975961446762085
49,0.9898359775543213,0.037137556821107864,0.9190523028373718,0.9961993098258972,0.9984377026557922,0.9908172488212585,0.03989162668585777,0.9353364706039429,0.9930288195610046,0.9972836375236511
