epoch,cat_acc,loss,plate_acc,plate_len_acc,top_3_k,val_cat_acc,val_loss,val_plate_acc,val_plate_len_acc,val_top_3_k
0,0.1674560308456421,4.681446552276611,0.0,0.0249320100992918,0.2951867878437042,0.08038884401321411,4.869287014007568,0.0,0.009588068351149559,0.20656073093414307
1,0.43515801429748535,2.1912810802459717,0.0,0.032075293362140656,0.5998855233192444,0.3435191810131073,2.7591094970703125,0.0,0.031161222606897354,0.5190696120262146
2,0.5650935769081116,1.4371182918548584,0.0008081896812655032,0.4154415428638458,0.7348893284797668,0.4824485182762146,1.8875302076339722,0.0,0.07297585159540176,0.6398171186447144
3,0.6638323068618774,1.0558414459228516,0.0470481812953949,0.665189266204834,0.8299200534820557,0.566273033618927,1.3422521352767944,0.0,0.21875,0.7593128681182861
4,0.7432371973991394,0.7825790047645569,0.17675833404064178,0.750714123249054,0.900306761264801,0.6880859136581421,0.9631327986717224,0.06294389069080353,0.46493253111839294,0.8664950132369995
5,0.8049725294113159,0.5891659259796143,0.25370100140571594,0.8263183236122131,0.9375510215759277,0.7700284123420715,0.688165009021759,0.20712003111839294,0.7468927502632141,0.930388867855072
6,0.8626827001571655,0.4335134029388428,0.3662082850933075,0.8639119863510132,0.9608745574951172,0.8370561599731445,0.488308846950531,0.29740768671035767,0.8539595007896423,0.9646307229995728
7,0.898982584476471,0.33593955636024475,0.5020354390144348,0.8767126202583313,0.9716413021087646,0.8973721861839294,0.34144556522369385,0.46928268671035767,0.9055397510528564,0.9775834679603577
8,0.9184727668762207,0.28330352902412415,0.5838229656219482,0.8846768736839294,0.9770810604095459,0.9272550344467163,0.25208035111427307,0.6135475635528564,0.9201881885528564,0.9838067293167114
9,0.9304201006889343,0.2478758841753006,0.6208435297012329,0.893141508102417,0.982673168182373,0.9474698305130005,0.19993342459201813,0.7242542505264282,0.9308416247367859,0.9884855151176453
